category,name,description,image,vegetaric,vegan,bio,menu,price,date
Hauptgerichte,Fusilli mit Bolognese,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23350&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,10.9,2022-06-01
Hauptgerichte,Kalbsgeschnetzeltes,mit Kartoffelrösti,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,14.9,2022-06-01
Hauptgerichte,Gemüsebolognese (vegan),mit Fusilli,,Vegetarisch,Vegan,Nicht bio,Kein Menü,9.9,2022-06-01
Hauptgerichte,Gemüsecurry mit Basmatireis,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23353&type=normal,Vegetarisch,Vegan,Nicht bio,Kein Menü,10.9,2022-06-01
Hauptgerichte,Planted Chicken Teriyaki,mit Basmatireis,,Vegetarisch,Vegan,Nicht bio,Kein Menü,11.9,2022-06-01
Für unsere Kleinen,Kindermenü mit Pasta Gemüsebolognese (vegan),"dazu eine Apfelschorle, 0,5 l, eine kleine Süßigkeit, einen Smoothie sowie ein lustiges Spielzeug",,Vegetarisch,Vegan,Nicht bio,Kein Menü,8.9,2022-06-01
Für unsere Kleinen,"Kindermenü mit Haferdrink-Milchreis (vegan) mit Zimt & Zucker, wahlweise dazu Kirschkompott, Schokosoße oder Topping Haselnuss-Cashew","dazu eine Apfelschorle, 0,5 l, eine kleine Süßigkeit, einen Smoothie sowie ein lustiges Spielzeug",,Vegetarisch,Vegan,Nicht bio,Kein Menü,8.9,2022-06-01
Für unsere Kleinen,Kindermenü mit Pommes frites & Ketchup oder Mayonnaise,"dazu eine Apfelschorle, 0,5 l, eine kleine Süßigkeit, einen Smoothie sowie ein lustiges Spielzeug",,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,7.5,2022-06-01
Für unsere Kleinen,Kindermenü mit Pasta Bolognese,"dazu eine Apfelschorle, 0,5 l, eine kleine Süßigkeit, einen Smoothie sowie ein lustiges Spielzeug",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,8.9,2022-06-01
Für unsere Kleinen,Spielfigur,auch einzeln erhältlich,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,4.9,2022-06-01
Suppen & Salate,Tomatensuppe,mit Brötchen,,Vegetarisch,Vegan,Nicht bio,Kein Menü,5.4,2022-06-01
Suppen & Salate,Orientalischer Linsensalat,,,Vegetarisch,Vegan,Nicht bio,Kein Menü,7.9,2022-06-01
Suppen & Salate,Gnocchi-Sardi-Salat,,,Vegetarisch,Vegan,Nicht bio,Kein Menü,7.9,2022-06-01
Süß & Salzig,Milchreis (vegan) mit Haferdrink, mit Zimt & Zucker,,Vegetarisch,Vegan,Nicht bio,Kein Menü,4.9,2022-06-01
Süß & Salzig,Kirschkompott,,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,1.5,2022-06-01
Süß & Salzig,Schokolade,,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,1.5,2022-06-01
Süß & Salzig,M&M’s,150g,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23368&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.5,2022-06-01
Süß & Salzig,OREO Snack Pack,66g,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23369&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.2,2022-06-01
Süß & Salzig,Snickers Doppelpack,80 g,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23370&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.0,2022-06-01
Süß & Salzig,Twix Xtra,75 g,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23370&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.0,2022-06-01
Süß & Salzig,Tony’s Chocolonely Vollmilchschokolade,"mit Karamell & Meersalz, 47 g",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.2,2022-06-01
Süß & Salzig,Eis Nuii Salted Caramel,,,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.9,2022-06-01
Süß & Salzig,Lisas Kesselchips, Meersalz 50g,,Vegetarisch,Vegan,Bio,Kein Menü,2.5,2022-06-01
Süß & Salzig,ültje Erdnüsse,"pikant gewürzt, 50 g",https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23374&type=normal,Vegetarisch,Vegan,Nicht bio,Kein Menü,2.0,2022-06-01
Süß & Salzig,Apfel-Streusel-Kuchen,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23375&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.5,2022-06-01
Süß & Salzig,Brownie American Classic,Schokolade,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23376&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.5,2022-06-01
Süß & Salzig,Butter-Mandel-Kuchen,,,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.5,2022-06-01
Frühstück,Buttercroissant,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23377&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.5,2022-06-01
Frühstück,Französisches Frühstück,"1 Croissant, 2 Brötchen, 2 Stück Butter, je 1-mal Nutella, Honig & Konfitüre",https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23378&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-06-01
Frühstück,Käse-Omelett,mit Brötchen,,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-06-01
Frühstück,Porridge Apfel-Zimt,,,Vegetarisch,Vegan,Bio,Kein Menü,3.9,2022-06-01
Frühstück,Topping Haselnuss-Cashew,,,Vegetarisch,Vegan,Bio,Kein Menü,1.5,2022-06-01
Frühstück,Butter,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23382&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,0.9,2022-06-01
Frühstück,Honig,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23382&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,0.9,2022-06-01
Frühstück,Nutella,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23382&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,0.9,2022-06-01
Frühstück,Konfitüre,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23382&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,0.9,2022-06-01
Frühstück,2 Brötchen,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23383&type=normal,Vegetarisch,Vegan,Nicht bio,Kein Menü,1.6,2022-06-01
Aktion,"Focaccia mit milden Peperoni, Tomaten und Oliven",,,Vegetarisch,Vegan,Bio,Menü,8.5,2022-07-01
Aktion,Brokkoli-Creme-Suppe,mit Brötchen,,Vegetarisch,Nicht vegan,Bio,Kein Menü,5.9,2022-07-01
Aktion,Frikadellen mit Kartoffelsalat,,,Nicht vegetarisch,Nicht vegan,Bio,Kein Menü,10.9,2022-07-01
Aktion,Currywurst (vegan) mit Pommes frites,,,Vegetarisch,Vegan,Nicht bio,Menü,8.6,2022-07-01
Aktion,Italienischer Nudelsalat mit ViO BiO Limonade Zitrone,"0,3 l Flasche",,Vegetarisch,Vegan,Bio,Menü,10.2,2022-07-01
Aktion,Gin Tonic Edinburgh Seaside,"0,25 l, mit Veganen Lisas Bio-Kesselchips Meersalz",,Vegetarisch,Vegan,Bio,Menü,10.5,2022-07-01
Aktion,"Focaccia mit milden Peperoni, Tomaten und Oliven",,,Vegetarisch,Vegan,Bio,Kein Menü,5.9,2022-07-01
Snacks,Warmes Schinken-Käse-Baguette,mit Frischkäse-Senfaufstrich,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23335&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-07-01
Snacks,Currywurst mit Tortilla-Crunch & Brötchen,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23336&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-07-01
Snacks,Currywurst mit Pommes frites,,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,8.5,2022-07-01
Snacks,2 Flammkuchen Elsässer Art,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23338&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-07-01
Snacks,Italienisches Sandwich,mit Grillgemüse & Mayonnaise,,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-07-01
Snacks,Pommes frites,mit Ketchup oder Mayonnaise,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23340&type=normal,Vegetarisch,Vegan,Nicht bio,Kein Menü,3.5,2022-07-01
Snacks,Roggenvollkornbrot,belegt mit Maasdamer & Krautsalat,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23341&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,4.9,2022-07-01
Snacks,Wrap Sweet Chili,mit Planted Chicken,,Vegetarisch,Vegan,Nicht bio,Kein Menü,5.9,2022-07-01
Snacks,Salami-Snack,"mild geräuchert, mit 2 Brötchen",,Nicht vegetarisch,Nicht vegan,Bio,Kein Menü,5.4,2022-07-01
Snacks,Portion Ketchup,,,Vegetarisch,Vegan,Nicht bio,Kein Menü,0.9,2022-07-01
Snacks,Portion Mayonnaise,,,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,0.9,2022-07-01
Snacks,Portion Senf,,,Vegetarisch,Vegan,Nicht bio,Kein Menü,0.9,2022-07-01
Hauptgerichte,Chili con Carne,"vom Rind, mit Sour Cream & Brötchen",https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23348&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,9.9,2022-07-01
Hauptgerichte,Linseneintopf,mit Mettenden in Scheiben,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,10.9,2022-07-01
Hauptgerichte,Fusilli mit Bolognese,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23350&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,11.2,2022-07-01
Hauptgerichte,Kalbsgeschnetzeltes,mit Kartoffelrösti,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,15.9,2022-07-01
Hauptgerichte,Gemüsebolognese (vegan),mit Fusilli,,Vegetarisch,Vegan,Nicht bio,Kein Menü,9.9,2022-07-01
Hauptgerichte,Gemüsecurry mit Basmatireis,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23353&type=normal,Vegetarisch,Vegan,Nicht bio,Kein Menü,11.9,2022-07-01
Hauptgerichte,Planted Chicken Teriyaki,mit Basmatireis,,Vegetarisch,Vegan,Nicht bio,Kein Menü,12.9,2022-07-01
Für unsere Kleinen,Kindermenü mit Pasta Gemüsebolognese (vegan),"dazu eine Apfelschorle, 0,5 l, eine kleine Süßigkeit, einen Smoothie sowie ein lustiges Spielzeug",,Vegetarisch,Vegan,Nicht bio,Kein Menü,8.9,2022-07-01
Für unsere Kleinen,"Kindermenü mit Haferdrink-Milchreis (vegan) mit Zimt & Zucker, wahlweise dazu Kirschkompott, Schokosoße oder Topping Haselnuss-Cashew","dazu eine Apfelschorle, 0,5 l, eine kleine Süßigkeit, einen Smoothie sowie ein lustiges Spielzeug",,Vegetarisch,Vegan,Nicht bio,Kein Menü,8.9,2022-07-01
Für unsere Kleinen,Kindermenü mit Pommes frites & Ketchup oder Mayonnaise,"dazu eine Apfelschorle, 0,5 l, eine kleine Süßigkeit, einen Smoothie sowie ein lustiges Spielzeug",,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,7.5,2022-07-01
Für unsere Kleinen,Kindermenü mit Pasta Bolognese,"dazu eine Apfelschorle, 0,5 l, eine kleine Süßigkeit, einen Smoothie sowie ein lustiges Spielzeug",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,8.9,2022-07-01
Für unsere Kleinen,Spielfigur,auch einzeln erhältlich,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,4.9,2022-07-01
Suppen & Salate,Tomatensuppe,mit Brötchen,,Vegetarisch,Vegan,Nicht bio,Kein Menü,5.4,2022-07-01
Suppen & Salate,Orientalischer Linsensalat,,,Vegetarisch,Vegan,Nicht bio,Kein Menü,7.9,2022-07-01
Suppen & Salate,Gnocchi-Sardi-Salat,,,Vegetarisch,Vegan,Nicht bio,Kein Menü,7.9,2022-07-01
Süß & Salzig,Milchreis (vegan) mit Haferdrink, mit Zimt & Zucker,,Vegetarisch,Vegan,Nicht bio,Kein Menü,4.9,2022-07-01
Süß & Salzig,Kirschkompott,,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,1.6,2022-07-01
Süß & Salzig,Schokolade,,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,1.6,2022-07-01
Süß & Salzig,M&M’s,150g,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23368&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.5,2022-07-01
Süß & Salzig,OREO Snack Pack,66g,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23369&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.5,2022-07-01
Süß & Salzig,Snickers Doppelpack,80 g,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23370&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.2,2022-07-01
Süß & Salzig,Twix Xtra,75 g,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23370&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.2,2022-07-01
Süß & Salzig,Tony’s Chocolonely Vollmilchschokolade,"mit Karamell & Meersalz, 47 g",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.2,2022-07-01
Süß & Salzig,Lisas Kesselchips, Rosmarin 50g,,Vegetarisch,Vegan,Bio,Kein Menü,2.6,2022-07-01
Süß & Salzig,ültje Erdnüsse,"pikant gewürzt, 50 g",https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23374&type=normal,Vegetarisch,Vegan,Nicht bio,Kein Menü,2.2,2022-07-01
Süß & Salzig,Apfel-Streusel-Kuchen,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23375&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.8,2022-07-01
Süß & Salzig,Brownie American Classic,Schokolade,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23376&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.8,2022-07-01
Frühstück,Buttercroissant,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23377&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.6,2022-07-01
Frühstück,Französisches Frühstück,"1 Croissant, 2 Brötchen, 2 Stück Butter, je 1-mal Nutella, Honig & Konfitüre",https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23378&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-07-01
Frühstück,Käse-Omelett,mit Brötchen,,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-07-01
Frühstück,Porridge Apfel-Zimt,,,Vegetarisch,Vegan,Bio,Kein Menü,3.9,2022-07-01
Frühstück,Topping Haselnuss-Cashew,,,Vegetarisch,Vegan,Bio,Kein Menü,1.5,2022-07-01
Frühstück,Butter,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23382&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,0.9,2022-07-01
Frühstück,Honig,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23382&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,0.9,2022-07-01
Frühstück,Nutella,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23382&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,0.9,2022-07-01
Frühstück,Konfitüre,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23382&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,0.9,2022-07-01
Frühstück,2 Brötchen,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23383&type=normal,Vegetarisch,Vegan,Nicht bio,Kein Menü,1.8,2022-07-01
Aktion,"Bratwurst mit Zwiebelsoße und Kartoffel-Sellerie-Stampf, dazu Spaten Helles","0,5 l Flasche",,Nicht vegetarisch,Nicht vegan,Bio,Menü,14.9,2022-09-01
Aktion,Kürbissuppe,mit Kürbiskern-Crouton-Crunch & Brötchen,,Vegetarisch,Nicht vegan,Bio,Kein Menü,5.9,2022-09-01
Aktion,Focaccia mit Crème fraîche & Kartoffeln,,,Vegetarisch,Nicht vegan,Bio,Menü,5.9,2022-09-01
Aktion,Bratwurst & Stampf,und Kartoffel-Sellerie-Stampf,,Nicht vegetarisch,Nicht vegan,Bio,Kein Menü,11.9,2022-09-01
Snacks,Warmes Schinken-Käse-Baguette,mit Frischkäse-Senfaufstrich,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23335&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-09-01
Snacks,Currywurst mit Tortilla-Crunch & Brötchen,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23336&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-09-01
Snacks,Currywurst mit Pommes frites,,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,8.5,2022-09-01
Snacks,Pommes frites,mit Ketchup oder Mayonnaise,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23340&type=normal,Vegetarisch,Vegan,Nicht bio,Kein Menü,3.5,2022-09-01
Snacks,2 Flammkuchen Elsässer Art,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23338&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-09-01
Snacks,Italienisches Sandwich,mit Grillgemüse & Mayonnaise,,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-09-01
Snacks,Vollkornbrot,"belegt mit Gouda, Gewürzgurken & Schnittlauch-Quark-Aufstrich",,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,4.9,2022-09-01
Snacks,Wrap Italian Style,"mit Planted pulled Tomaten, Mais & Frühlingszwiebeln",,Vegetarisch,Vegan,Nicht bio,Kein Menü,5.9,2022-09-01
Snacks,Ditsch Butterbrezel,,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.5,2022-09-01
Snacks,Portion Ketchup,,,Vegetarisch,Vegan,Nicht bio,Kein Menü,0.9,2022-09-01
Snacks,Portion Mayonnaise,,,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,0.9,2022-09-01
Snacks,Portion Senf,,,Vegetarisch,Vegan,Nicht bio,Kein Menü,0.9,2022-09-01
Hauptgerichte,Chili con Carne,"vom Rind, mit Sour Cream & BIO-Brötchen",https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23348&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,9.9,2022-09-01
Hauptgerichte,Linseneintopf,mit Mettenden in Scheiben & BIO-Brötchen,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,10.9,2022-09-01
Hauptgerichte,Fusilli mit Bolognese,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23350&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,11.2,2022-09-01
Hauptgerichte,Kalbsgeschnetzeltes,mit Kartoffelrösti,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,15.9,2022-09-01
Hauptgerichte,Gemüsebolognese (vegan),mit Fusilli,,Vegetarisch,Vegan,Nicht bio,Kein Menü,9.9,2022-09-01
Hauptgerichte,Gemüsecurry mit Basmatireis,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23353&type=normal,Vegetarisch,Vegan,Nicht bio,Kein Menü,11.9,2022-09-01
Hauptgerichte,Planted Chicken Teriyaki,mit Basmatireis,,Vegetarisch,Vegan,Nicht bio,Kein Menü,12.9,2022-09-01
Für unsere Kleinen,Kindermenü mit Pasta Gemüsebolognese (vegan),"dazu eine Apfelschorle, 0,5 l, eine kleine Süßigkeit, einen Smoothie sowie ein lustiges Spielzeug",,Vegetarisch,Vegan,Nicht bio,Kein Menü,8.9,2022-09-01
Für unsere Kleinen,"Kindermenü mit Haferdrink-Milchreis (vegan) mit Zimt & Zucker, wahlweise dazu Kirschkompott, Schokosoße oder Topping Haselnuss-Cashew","dazu eine Apfelschorle, 0,5 l, eine kleine Süßigkeit, einen Smoothie sowie ein lustiges Spielzeug",,Vegetarisch,Vegan,Nicht bio,Kein Menü,8.9,2022-09-01
Für unsere Kleinen,Kindermenü mit Pommes frites & Ketchup oder Mayonnaise,"dazu eine Apfelschorle, 0,5 l, eine kleine Süßigkeit, einen Smoothie sowie ein lustiges Spielzeug",,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,7.5,2022-09-01
Für unsere Kleinen,Kindermenü mit Pasta Bolognese,"dazu eine Apfelschorle, 0,5 l, eine kleine Süßigkeit, einen Smoothie sowie ein lustiges Spielzeug",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,8.9,2022-09-01
Für unsere Kleinen,Spielfigur,auch einzeln erhältlich,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,4.9,2022-09-01
Suppen & Salate,Tomatensuppe,mit Brötchen,,Vegetarisch,Vegan,Nicht bio,Kein Menü,5.4,2022-09-01
Suppen & Salate,Orientalischer Linsensalat,,,Vegetarisch,Vegan,Nicht bio,Kein Menü,7.9,2022-09-01
Suppen & Salate,Italienischer Nudelsalat,"mit getrockneten Tomate, Kalamata-Oliven & Kapern",,Vegetarisch,Vegan,Nicht bio,Kein Menü,7.9,2022-09-01
Süß & Salzig,Milchreis (vegan) mit Haferdrink,mit Zimt & Zucker,,Vegetarisch,Vegan,Nicht bio,Kein Menü,4.9,2022-09-01
Süß & Salzig,Kirschkompott,,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,1.6,2022-09-01
Süß & Salzig,Schokolade,,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,1.6,2022-09-01
Süß & Salzig,M&M’s,150g,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23368&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.5,2022-09-01
Süß & Salzig,OREO Snack Pack,66g,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23369&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.5,2022-09-01
Süß & Salzig,Snickers Doppelpack,80 g,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23370&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.2,2022-09-01
Süß & Salzig,Twix Xtra,75 g,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23370&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.2,2022-09-01
Süß & Salzig,Tony’s Chocolonely Vollmilchschokolade,"mit Karamell & Meersalz, 47 g",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.2,2022-09-01
Süß & Salzig,lycka Kokos Schokoriegel,40 g,,Vegetarisch,Vegan,Bio,Kein Menü,2.0,2022-09-01
Süß & Salzig,Eis Nuii Salted Caramel,,,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,2.9,2022-09-01
Süß & Salzig,Lisas Kesselchips, Meersalz 50g,,Vegetarisch,Vegan,Bio,Kein Menü,2.6,2022-09-01
Süß & Salzig,ültje Erdnüsse,"pikant gewürzt, 50 g",https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23374&type=normal,Vegetarisch,Vegan,Nicht bio,Kein Menü,2.2,2022-09-01
Süß & Salzig,Apfel-Streusel-Kuchen,,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23375&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.8,2022-09-01
Süß & Salzig,Brownie American Classic,Schokolade,https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23376&type=normal,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.8,2022-09-01
Süß & Salzig,Butter-Mandel-Kuchen,,,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.8,2022-09-01
Frühstück,Französisches Frühstück,"1 Croissant, 2 Brötchen, 2 Stück Butter, je 1-mal Nutella, Honig & Konfitüre",https://web.archive.org/web/20220805132547im_/https://db-bordgastronomie.de/files/art-img/?id=23378&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-09-01
Frühstück,Herzhaft mit Käseaufschnitt,"2 BIO-Brötchen, 1 Croissant, 2 Stück Butter, 1-mal Konfitüre, 1 Scheibe Bergkäse, je 2 Scheiben Brie & Frankendammer",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,7.9,2022-09-01
Frühstück,Herzhaft mit Wurstaufschnitt,"2 BIO-Brötchen, 1 Croissant, 2 Stück Butter, 1-mal Konfitüre, 1 Scheibe Schinkenspeck, 3 Scheiben Mediterrane Salami & 2 Scheiben luftgetrockneter Schinken",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,7.9,2022-09-01
Frühstück,Käse-Omelett,mit Brötchen,,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2022-09-01
Frühstück,Porridge Apfel-Zimt,,,Vegetarisch,Vegan,Bio,Kein Menü,3.9,2022-09-01
Frühstück,Topping Haselnuss-Cashew,,,Vegetarisch,Vegan,Bio,Kein Menü,1.5,2022-09-01
Frühstück,Wurstaufschnitt,,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.0,2022-09-01
Frühstück,Käseaufschnitt,,,Vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.0,2022-09-01
