category,name,description,image,vegetaric,vegan,bio,menu,price,date
Alkoholfreie Getränke,Coca-Cola Zero,"0,5 l Flasche",https://web.archive.org/web/20240429110130im_/https://db-bordgastronomie.de/files/art-img/?id=22626&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.8,2023-09-01
Alkoholfreie Getränke,ViO BiO Limonade Zitrone,"0,3 l Flasche",,Nicht vegetarisch,Nicht vegan,bio,Kein Menü,3.8,2023-09-01
Alkoholfreie Getränke,Rauch Orangensaft,"0,2 l Flasche",https://web.archive.org/web/20240429110130im_/https://db-bordgastronomie.de/files/art-img/?id=18004&type=normal,Vegetarisch,Vegan,Nicht bio,Kein Menü,3.3,2023-09-01
Alkoholfreie Getränke,Fever-Tree Mediterranean Tonic Water,"0,2 l Flasche",,Vegetarisch,Vegan,Nicht bio,Kein Menü,3.6,2023-09-01
Alkoholfreie Getränke,Voelkel BioZisch Rhabarber,"0,33 l Flasche",,Vegetarisch,Vegan,bio,Kein Menü,3.8,2023-09-01
Bier,"Bitburger Premium Pils,0,3 l Glas",vom Fass,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.6,2023-09-01
Bier,"Bitburger Premium Pils,0,5 l Glas",vom Fass,,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,4.6,2023-09-01
Bier,"Bitburger Premium Pils 0,33 l Flasche",,https://web.archive.org/web/20240429110130im_/https://db-bordgastronomie.de/files/art-img/?id=13566&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.6,2023-09-01
Bier,Bitburger Radler naturtrüb,"0,33 l Flasche",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.6,2023-09-01
Bier,"Bitburger 0,0 % alkoholfreies Pils","0,33 l Flasche",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,3.6,2023-09-01
Bier,ERDINGER Weißbier,"0,5 l Flasche",https://web.archive.org/web/20240429110130im_/https://db-bordgastronomie.de/files/art-img/?id=13564&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,4.6,2023-09-01
Bier,ERDINGER Alkoholfrei,"0,5 l Flasche",https://web.archive.org/web/20240429110130im_/https://db-bordgastronomie.de/files/art-img/?id=22631&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,4.6,2023-09-01
Bier,Benediktiner Hell,"0,5 l Flasche",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,4.6,2023-09-01
Wein & Sekt,Grauburgunder Stefan Winter,"QbA, trocken, Rheinhessen, vegan 0,25 l Flasche",,Vegetarisch,Vegan,Nicht bio,Kein Menü,8.5,2023-09-01
Wein & Sekt,Riesling David Spies,"QbA, trocken, Rheinhessen, vegan 0,25 l Flasche",,Vegetarisch,Vegan,Nicht bio,Kein Menü,8.9,2023-09-01
Wein & Sekt,Cabernet Sauvignon Rotwein Heinrich Gies,"QbA, trocken, Pfalz, 0,25 l Flasche",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,8.9,2023-09-01
Wein & Sekt,Rotkäppchen Sekt Tradition,"trocken, Cuvée, 0,2 l Flasche",https://web.archive.org/web/20240429110130im_/https://db-bordgastronomie.de/files/art-img/?id=13554&type=normal,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,6.9,2023-09-01
Spirituosen,Edinburgh Seaside Gin,"Alc. 43 Vol.-%, 5 cl Flasche",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,5.9,2023-09-01
Spirituosen,Gin Tonic Edinburgh Seaside,"0,25 l",,Nicht vegetarisch,Nicht vegan,Nicht bio,Kein Menü,9.5,2023-09-01
